"x","y","EMv1mt","EMv05mt"
60.69001667,41.53288333,57.9,147.5
60.69001667,41.53288688,53.8,143.7
60.69001667,41.53289965,56.3,147.7
60.69002908,41.5329,47.9,135.8
60.69003333,41.53290852,36.1,114.2
60.69003333,41.53291667,28.9,102.4
60.69008333,41.53301667,63.7,158.1
60.69008333,41.53302447,51.8,142.3
60.69008333,41.53303333,55.5,145.1
60.69009611,41.53303333,44.4,133
60.6901,41.53303333,54.2,144
60.6901,41.53303832,54,145.9
60.6901,41.53305,51.4,141
60.69010606,41.53305606,49,139.1
60.69011667,41.53306667,49.5,140.7
60.69011667,41.5330777,48.9,140.2
60.69011667,41.53308333,50.5,143
60.69011667,41.53308657,49.5,138.8
60.69011667,41.53309933,49.7,138
60.69012877,41.5331,52.5,142.4
60.69013333,41.53310821,56.8,145.7
60.69013333,41.53311667,54.3,143.8
60.69013333,41.53312595,50.3,140.3
60.69013333,41.53313333,49.6,139
60.69013483,41.53313483,53.3,141.2
60.6901476,41.5331476,58.2,145.7
60.69015,41.53315,54.8,144.1
60.69015,41.53315647,57.2,144.5
60.69015,41.53316667,50.5,138.6
60.69015,41.53317812,45.3,133.3
60.69015,41.53318333,38.5,123.8
60.69015,41.53318698,47.7,136.1
60.69015,41.53319976,49.6,142.9
60.69016251,41.5332,57.5,146.6
60.69016667,41.53320861,57.5,144.6
60.69016667,41.53321667,56.8,146.6
60.69016667,41.5332175,60.6,148.9
60.69016667,41.53323027,62.3,151.6
60.69016667,41.53323333,54,148.1
60.69018333,41.53325,53,145.2
60.69018333,41.53326079,49.1,138.8
60.69018333,41.53326667,39.6,129.8
60.69018333,41.53326964,59.9,149.4
60.69018333,41.53328242,58.2,147.1
60.69018333,41.53328333,51.3,140.6
60.6901913,41.53328333,57.1,147.3
60.6902,41.53328738,56.7,144.4
60.6902,41.5333,52.6,142.2
60.6902,41.53330904,48.2,141.2
60.6902,41.53331667,42,132.5
60.69020124,41.53331791,38.4,135.2
60.690214,41.53333067,43.7,135.7
60.69021667,41.53333333,51.8,141.5
60.69021667,41.53334453,53.8,145.2
60.69021667,41.53335,56.3,151.2
60.69021667,41.53336226,55.2,144.4
60.69022503,41.53336667,53.2,143.9
60.69023333,41.53336667,48.2,142.9
60.69023333,41.53336724,40.7,136
60.69023333,41.53338002,54,146.2
60.69023333,41.53338333,56.3,149.8
60.69023333,41.53338888,57.9,148.8
60.69023499,41.5334,51.2,142.4
60.69024776,41.5334,54.5,146.7
60.69025,41.53341052,50.7,143
60.69025,41.53341667,59.6,151
60.69025,41.53342827,59.3,153.6
60.6902577,41.53344103,60.8,154.2
60.69026667,41.53345,67,160.6
60.69027545,41.53345878,63.4,153.6
60.69028333,41.53347154,56.9,148.3
60.69028333,41.53348333,58.5,152
60.69028333,41.53349319,56.5,149.3
60.69028928,41.5335,55.9,148.7
60.6903,41.53350209,51,146.7
60.6903,41.53351483,56.1,148.9
60.6903,41.53351667,59.8,151.4
60.6903,41.53352371,58.4,153.9
60.6903,41.53353647,60.4,157.2
60.6903,41.53354924,67.6,162.2
60.69031201,41.53355,70.1,164.1
60.69031667,41.53355812,71,161.8
60.69031667,41.53357089,68.9,159
60.69031699,41.53358333,72.8,166.8
60.69032976,41.53358333,73.9,163
60.69033333,41.53359254,73.5,162.8
60.69033333,41.53360529,70.5,167
60.69033333,41.53361808,76.3,169.4
60.69033333,41.53363084,74.3,166.6
60.69034361,41.53363333,75.2,169.9
60.69035,41.53363971,72.5,166.2
60.69035,41.53365248,63.4,156.5
60.69035,41.53366525,63.2,158.9
60.69035,41.53366667,63,153.9
60.69035746,41.53367412,64,155.8
60.69036667,41.53368689,67.6,155.8
60.69036667,41.53369967,69.8,160.8
60.69036667,41.5337,66.9,160
60.69037517,41.53370851,65,155.3
60.69038333,41.53372126,67.1,154
60.69038333,41.53373406,67.4,156.4
60.69038333,41.53374685,72.9,161.1
60.69038333,41.53375,62.7,154.2
60.69038905,41.53375571,63.3,154.3
60.6904,41.53376849,65.1,151.4
60.6904,41.53378126,66,155.3
60.6904,41.53379402,73.8,162.7
60.6904,41.5338,72.3,165.6
60.69040288,41.53380288,77.4,167.6
60.69041567,41.53381567,90.2,174
60.69041667,41.53382843,91.1,188.9
60.69041667,41.5338412,102.3,205
60.69042063,41.53385,109.7,201.3
60.69043333,41.53385006,120.7,204.8
60.69043333,41.53386284,110.5,207.8
60.69043333,41.53387561,106.8,203.9
60.69043838,41.53388333,113.5,200.8
60.69045,41.53388447,122.7,221.8
60.69045,41.53389725,124.7,222.1
60.69046002,41.53391002,123.2,228.4
60.69046667,41.53392279,117.8,205.1
60.69046667,41.53393333,106.7,194.3
60.69047776,41.53394443,111.2,192.9
60.69048333,41.5339572,108.1,188.2
60.69048333,41.53396997,102.7,181.8
60.69048333,41.53398274,109.7,193.5
60.6904955,41.53398333,107.3,190
60.6905,41.53399159,108.9,189.6
60.69050435,41.53400435,107,190.8
60.69051667,41.53401715,110,196.5
60.69051667,41.53402991,112.4,198.5
60.69051667,41.53404269,109.7,196.8
60.69052212,41.53405546,99.7,189.7
60.69053333,41.53406667,94.3,182.1
60.69054376,41.53407709,81.6,169.4
60.69055,41.53408987,78.5,166.2
60.69055,41.53410264,79.5,172
60.69055,41.53411541,69,161.4
60.69056152,41.53411667,74.2,162.7
60.69056667,41.53412428,72.8,165.1
60.69056667,41.53413705,80,171.5
60.69056667,41.53414982,81.1,174.5
60.69057926,41.53416259,90.4,176.8
60.69058333,41.53416667,86.8,176.3
60.69058812,41.53417145,87.7,181.3
60.6906,41.53418423,92.3,183.5
60.6906,41.534197,82.9,179.4
60.6906,41.53420977,83.6,179.6
60.69060587,41.53421667,94.6,189.9
60.69061667,41.53421864,104.2,200.3
60.69061667,41.53423141,115.7,209
60.69062752,41.53424418,126.5,229.2
60.69068333,41.53436667,58,168.8
60.69068333,41.53437011,113.2,193.8
60.69068333,41.53438288,107.1,185.4
60.69068333,41.53438333,90.3,174.6
60.69069176,41.53438333,81.8,169.6
60.6907,41.53438787,79,164.2
60.6907,41.53440063,80.3,173.2
60.6907,41.5344134,84.1,182.6
60.69070946,41.53442613,91.1,180
60.69071667,41.53443889,97.5,189.1
60.69071667,41.5344517,93.4,187.4
60.69071667,41.53446448,93.4,180.4
60.69071667,41.53447725,90,179.6
60.69072335,41.53449002,86.6,169.5
60.69073333,41.5345,74.1,161.3
60.69073333,41.53451166,85,179.7
60.69073333,41.53452443,73.1,164.9
60.69073333,41.53453717,76.7,163.3
60.69073333,41.53454985,66.7,155.6
60.69074603,41.53456269,64.6,152.9
60.69075,41.5345755,67.1,157.9
60.69075,41.53458333,64.4,154.3
60.69075,41.53458437,60.1,149.1
60.69075,41.53459714,61.7,151.2
60.6907599,41.5346099,66.9,158.4
60.69076667,41.53462267,63.4,156.5
60.69076667,41.53463333,65.1,156.7
60.69076667,41.53464432,65.9,160.4
60.69076667,41.53465,66.8,158.8
60.69076986,41.53465319,66.6,158.7
60.69078263,41.53466596,69,160.3
60.69078333,41.53466667,54.8,145.2
60.69078333,41.53467483,55.3,147.1
60.69078333,41.53468333,58.9,151.4
60.6907837,41.5346837,68.6,162
60.69079648,41.53469648,72.5,163.5
60.6908,41.5347,72,162.9
60.6908,41.53470534,74.9,168.8
60.6908,41.53471667,79.6,175.5
60.69081033,41.53472699,80.6,179.1
60.69081667,41.53473976,88,188.3
60.69081667,41.53475,90.9,186.4
60.69082807,41.5347614,95.1,184.2
60.69083333,41.53477417,84.8,175.9
60.69083695,41.53478695,84.9,174.3
60.69084971,41.53479971,85.9,178.4
60.69085,41.53481248,83.1,170.1
60.69085,41.53481667,85,170.1
60.69085469,41.53482136,81.1,168.3
60.69086667,41.53483411,76.6,163.7
60.69086667,41.53484689,76.4,162.8
60.69086667,41.53485966,74.6,163.9
60.69087243,41.53486667,73.2,162.2
60.69088333,41.53486854,72.9,162.8
60.69088333,41.5348813,70.9,163.4
60.69088333,41.53489407,70.3,165.4
60.69089017,41.53490684,67.3,157.5
60.6909,41.53491961,71.2,163.7
60.6909,41.53493239,69.4,166.9
60.6909,41.53493333,53.3,152.8
60.6909,41.53494125,65.9,153.5
60.69090402,41.53495402,53.8,145.2
60.69091667,41.53496679,51.1,142
60.69091667,41.53497957,55.9,146.5
60.69092566,41.53498333,62.6,152
60.69093333,41.53498843,55.1,148.1
60.69093333,41.5350012,59.5,152.7
60.69093333,41.53501398,60.5,153.2
60.69094342,41.53501667,59.7,152.5
60.69095,41.53502284,63.6,151.4
60.69095,41.53503561,58.7,151.9
60.69095,41.53504839,59.8,153.2
60.69096115,41.53506115,56.4,147.3
60.69096667,41.53506667,61.4,152.2
60.69096667,41.53507002,55.3,146
60.69096667,41.5350828,55.4,146.9
60.6909789,41.53509557,47.8,139
60.69098333,41.53510833,52.8,145.3
60.69098333,41.53511667,57.3,150.3
60.69098387,41.5351172,61.2,157
60.69099664,41.53512998,55.5,154.7
60.691,41.53514275,60.9,154.8
60.691,41.53515552,65.1,157.4
60.6910016,41.53516667,61.8,154.6
60.69101438,41.53516667,67.5,156.9
60.69101667,41.53517716,66.8,157
60.69101667,41.53518993,69.6,160.2
60.69101937,41.5352,70.2,161.9
60.69103212,41.5352,72.3,167.6
60.69103333,41.53521156,77.7,175.3
60.69103333,41.53522433,76.4,172
60.6910371,41.5352371,78.4,175.7
60.69104988,41.53524988,77.5,179.2
60.69105,41.53525,66,165.9
60.69105,41.53525874,74.7,164.2
60.69105484,41.53527151,72.4,177.8
60.69106667,41.53528428,82.1,177.3
60.69106667,41.53529704,86.6,183.1
60.69106667,41.5353,88,178.6
60.69107259,41.53530592,90,180.7
60.69108333,41.53531869,94.1,181.6
60.69108333,41.53533146,84.2,172
60.69108333,41.53534422,87.1,173.1
60.69109033,41.53535,82.4,172
60.6911,41.5353531,88.6,181.8
60.6911,41.53536587,92.2,191.8
60.6911,41.53537863,96.5,191.4
60.69110807,41.5353914,97.6,198.3
60.69111667,41.5354,97.9,194.3
60.69111695,41.53540028,93.4,183.8
60.69112972,41.53541305,82.6,170.9
60.69113333,41.53542581,85.6,186.5
60.69113859,41.53543333,88.6,187.6
60.69115,41.53543469,79.8,178.2
60.69115,41.53544746,70,160.8
60.69115,41.53546024,64,154.3
60.69115633,41.535473,72.6,168.9
60.69116667,41.53548333,68,169.8
60.69116667,41.53549465,74.2,172.8
60.69117408,41.53550742,60.5,149
60.69118333,41.53552018,70.6,159.3
60.69118333,41.53553295,76.5,168.7
60.69118333,41.53553333,76.7,165.5
60.69119183,41.53554183,66.2,156
60.6912,41.5355546,68,159.2
60.6912,41.53556667,62.7,165.4
60.69120957,41.53557624,61.9,149.3
60.69121667,41.53558901,63.3,152.9
60.69121667,41.53560177,69.3,158.6
60.69121667,41.53561454,67.3,157.5
60.69122731,41.53561667,81,171.9
60.69123333,41.5356234,81,168.4
60.69123333,41.53563615,86.2,171.5
60.69123333,41.53564895,82,163.1
60.69123333,41.53565,88.3,174.5
60.69124116,41.53565783,92.2,175.7
60.69125,41.5356706,93.3,182.1
60.69125,41.53568337,91.9,177.7
60.69125,41.53569613,85,171.3
60.6912589,41.5357,72,155.5
60.69126667,41.53570501,71.7,160.3
60.69126667,41.53571778,74,162.2
60.69126667,41.53573054,73.2,161.9
60.69125669,41.53573333,76.6,162.2
60.69124391,41.53573942,75.4,164.1
60.69122895,41.53575,77.7,167.6
60.69120341,41.53575,81.9,169.3
60.69118895,41.53575,79.1,170.5
60.69116904,41.53575,78.2,174
60.69114674,41.53575326,75.8,164.4
60.69113396,41.53576604,77.4,167.3
60.6911212,41.5357788,66.1,164.2
60.69110844,41.53578333,66.4,168.3
60.69109134,41.53578333,15.4,109.9
60.69106623,41.53578333,62.4,157.6
60.69105345,41.53578333,68.7,166.8
60.69103136,41.53579265,67.4,166.8
60.69101126,41.5358,80.5,180.4
60.69099849,41.5358,77.6,174.6
60.69098572,41.5358,86,172.5
60.69097294,41.5358104,77.2,171.5
60.6909603,41.53581667,77.7,170.9
60.69094741,41.53581925,80.5,173.4
60.69093464,41.53583203,77.2,171.2
60.69092187,41.53583333,76.7,167.9
60.6909091,41.53583333,74.5,166.1
60.69089267,41.535837,77.2,163.5
60.6908671,41.53584978,73.2,160.8
60.69085412,41.53583746,71.6,160.2
60.69084135,41.53584198,68.9,159.1
60.69049584,41.53583333,73.9,169.2
60.6905,41.53583333,69.8,163.5
60.6905,41.53582934,65.6,165.4
60.6905,41.53581667,66.2,168.5
60.6905,41.53580449,73.8,186.2
60.69049067,41.53579067,92.9,212.3
60.69048333,41.53577684,103.3,221
60.69048333,41.53576667,116.3,221.7
60.69048333,41.53576582,101.3,201.7
60.69048333,41.535752,105.9,215.4
60.69048333,41.53573817,101.7,216.8
60.69047433,41.53573333,97.6,203
60.69046667,41.53572716,93.9,203.1
60.69046667,41.53571332,89.8,196.6
60.69046667,41.5357,94.2,201.1
60.69045516,41.5356885,109.6,212.8
60.69045,41.53567466,97.1,203.6
60.69045,41.53566667,99,201.3
60.69045,41.53566366,99.8,200.3
60.69044983,41.53564983,95.6,198
60.690436,41.535636,91.2,194.1
60.69043333,41.53562216,86,189.6
60.69043333,41.53561667,85.8,186.3
60.69042782,41.53561116,81.9,182.5
60.69041667,41.53559734,85.3,191
60.69041667,41.5355835,89.8,197.1
60.69041667,41.53556966,105.1,207.7
60.69041667,41.53556667,102.5,206.3
60.69041667,41.53555865,101.5,203.8
60.69041149,41.53554482,108.8,208.6
60.6904,41.53553099,104,207.4
60.6904,41.53551715,100.1,202.8
60.6904,41.53551667,87,182.1
60.6904,41.53550615,86.2,179.2
60.69039233,41.53549233,74.2,174.8
60.69038333,41.53547849,72,166.5
60.69038333,41.53546667,70,167.9
60.69037033,41.53545366,60.6,160.8
60.69036667,41.53543983,59,159.5
60.69036667,41.53543333,63,167.7
60.69036667,41.53542882,61.6,163.2
60.69036499,41.53541499,61.7,165.1
60.69035117,41.53540117,59.6,159.7
60.69035,41.5354,60.1,159.2
60.69035,41.53539016,69.6,167.6
60.69035,41.53537633,64.8,167.6
60.69034582,41.53536667,76.6,178.9
60.69033333,41.53536533,86,191.2
60.69033333,41.5353515,95.5,197.6
60.69033333,41.53533766,92.4,190.9
60.69032383,41.53533333,94.4,197.1
60.69031667,41.53532665,95.9,193.9
60.69031667,41.53531282,93.3,194.2
60.69031667,41.5353,92.1,187.8
60.69030465,41.53528798,95,196.3
60.6903,41.53527415,95.1,205.1
60.6903,41.53526667,91.7,198.5
60.6903,41.53526316,91.1,200.6
60.69029932,41.53524932,76.7,180.2
60.69028548,41.53523548,64,162.7
60.69028333,41.53523333,63.9,168.1
60.69028333,41.53522449,54.5,153.4
60.69028333,41.53521066,55.9,153.7
60.69028016,41.5352,64.6,162.7
60.69026667,41.53519965,72.7,172.3
60.69026667,41.53518583,80.8,187.6
60.69026667,41.53517198,88.9,191.2
60.69025815,41.53516667,97.4,199.9
60.69025,41.535161,91.5,195
60.69025,41.53514716,88.8,189.8
60.69025,41.53513333,90.8,188.8
60.69023615,41.53513333,87.4,185.7
60.69023333,41.53512231,79.8,178
60.69023333,41.53511667,73.9,168.6
60.69022798,41.53511131,70.9,166.8
60.69021667,41.53509749,65.8,161.4
60.69021667,41.53508365,60.7,158.2
60.69021667,41.53508333,60.4,160.4
60.69021667,41.53507268,60,157.1
60.69020886,41.53505886,62.6,161.1
60.6902,41.53505,58.6,160.9
60.6902,41.53504782,60.3,164.1
60.6902,41.53503399,70,167.9
60.69018682,41.53502015,67.2,168.8
60.69018333,41.53501667,79.3,172.3
60.69018333,41.53500916,76.5,173.1
60.69018333,41.53499532,81.1,178.7
60.69018149,41.53498333,85.1,179.3
60.69016764,41.53498333,90.8,189
60.69016667,41.53497049,98.1,188.9
60.69016667,41.53496667,102.6,199.1
60.69016667,41.53495948,100.3,201.9
60.69016254,41.53494587,103.5,198.3
60.69015,41.53493333,91.3,184.1
60.69015,41.53492082,87.1,188.2
60.69015,41.53491667,85.6,189
60.69015,41.53490983,93.6,185.5
60.69014599,41.53489599,94.8,193.7
60.69013333,41.53488333,92.3,186.4
60.69013333,41.53487115,79.8,173.5
60.69013333,41.53485731,72.8,170.3
60.69012681,41.53485,68.5,165.9
60.69011667,41.53484631,74.2,175.6
60.69011667,41.53483333,73.8,177.7
60.69010482,41.53482148,88.9,192.9
60.6901,41.53480768,98.4,205.5
60.6901,41.5348,104.2,213.4
60.6901,41.53479664,94.4,194
60.69009949,41.53478282,82.8,175.8
60.69008565,41.53476898,77.8,170.6
60.69008333,41.53476667,68.8,163.6
60.69008333,41.53475798,62.4,161.3
60.69007749,41.53474416,64.4,165.4
60.69006667,41.53473333,63.4,165.8
60.69006667,41.53473315,64.3,170.2
60.69006667,41.53471932,57.6,163.1
60.69006667,41.53470547,64.2,162.9
60.69005831,41.5347,62.6,170.7
60.69005,41.53469449,68.5,169.8
60.69005,41.53468333,76,174.1
60.69005,41.53466964,76.3,180.5
60.69003916,41.53465582,95.7,200.3
60.69003333,41.53465,104.1,213.4
60.69003333,41.53464481,96.2,197.7
60.69003333,41.53463097,96.6,185.2
60.69003333,41.53461714,103,223.2
60.69001998,41.53461667,123.3,238.3
60.69001667,41.53460615,129.7,236.2
60.69001667,41.5346,126.8,244
60.69001181,41.53459514,123.3,242.7
60.69,41.53458131,118.5,219.9
60.69,41.53456749,122.4,224.3
60.69,41.53455365,114.5,222.1
60.69,41.53455,112,215.8
60.68999265,41.53454265,113.9,209.7
60.68998333,41.53452881,100.2,200.4
60.68998333,41.53451667,102,201.2
60.68997064,41.53450397,86.2,185.4
60.68996667,41.53449013,96.5,191.4
60.68996667,41.53447632,85.5,204.8
60.68996667,41.53446252,118.7,211.3
60.68996531,41.53445,105.4,214.7
60.68995148,41.53445,120.3,223.1
60.68995,41.53443764,130.3,222.6
60.68995,41.53442382,122.4,217.3
60.68994332,41.53440999,106.9,198
60.68993333,41.53439614,106.9,202.5
60.68993231,41.53438333,107.8,207.3
60.68991847,41.53438333,112.2,205.5
60.68991667,41.53437132,100.7,189.7
60.68991667,41.53435748,105.2,188.6
60.68991031,41.53434364,99.8,186.2
60.6899,41.53433333,87.7,189.8
60.6899,41.53433264,87,189.3
60.6899,41.53431882,82,182.8
60.6899,41.53430498,87.6,182.8
60.68989115,41.5343,90.1,193.8
60.68988333,41.53429398,90.2,191.1
60.68988333,41.53428014,97.3,200.9
60.68988333,41.53426667,95.8,189.7
60.68987197,41.5342553,66.4,166.9
60.68986667,41.53425,84.9,182.9
60.68986667,41.5342443,100.8,198.7
60.68986381,41.53423047,108.8,201.1
60.68985,41.53421667,106.6,197.6
60.68985,41.53420563,81.6,177.4
60.68985,41.5341918,103.7,200.7
60.68984464,41.53418333,121.1,209.3
60.68983333,41.53418081,108,201.9
60.68983333,41.53416697,92.5,190.9
60.68983333,41.53416667,117,201.1
60.68983333,41.53415597,122.2,211.7
60.68982548,41.53414215,124.1,211.9
60.68981667,41.53413333,127.6,229.5
60.68981667,41.53413114,134.3,240.4
60.68981667,41.53411731,135.2,235.5
60.68980347,41.53410347,95.8,183.4
60.6898,41.5341,68.2,229.9
60.6898,41.53409248,132.6,239.6
60.68979531,41.53407864,137.4,236.9
60.68978333,41.53406667,131,248
60.68978333,41.5340538,115.4,242.6
60.6897733,41.53403997,138.4,243.1
60.68976667,41.53403333,118.4,219.4
60.68976667,41.53402896,112.4,209.8
60.68976514,41.53401514,115.8,234.2
60.6897513,41.5340013,90.6,233.6
60.68975,41.53398747,98.4,196.2
60.68975,41.53397363,89,188.4
60.68974313,41.53396667,96.6,193.5
60.68973333,41.53396264,97.8,202.3
60.68973333,41.53394881,99.5,206.7
60.68973333,41.53393497,102.3,207.9
60.68972114,41.53392114,95.3,202.9
60.68971667,41.53391667,103,200.9
60.68971667,41.53391014,109.4,207.4
60.68971667,41.53389631,109.7,213.3
60.68971579,41.53388246,114.4,227.9
60.68970196,41.53386862,113.8,232.2
60.6897,41.5338548,104.9,228.8
60.68969097,41.53384097,110.7,234.1
60.68968333,41.53383333,103.7,238.7
60.68968333,41.53382997,113.2,238.3
60.68968333,41.53381613,109.8,225.1
60.68968333,41.5338023,115.1,232.4
60.6896718,41.53378847,110.8,228.3
60.68966667,41.53377463,111.6,227.9
60.68966667,41.53376667,100.3,206.1
60.68966363,41.53376363,96,207.9
60.68965,41.53374981,90.8,201.3
60.68965,41.53373597,91.1,194.5
60.6896388,41.53372213,90.4,193.3
60.68963333,41.5337083,87.3,193.1
60.68963333,41.53369446,93.9,201.5
60.68963064,41.53368064,88.1,203.3
60.68961681,41.53366681,96.2,201.1
60.68961667,41.53366667,82.5,195.9
60.68961667,41.5336558,90.7,195.7
60.68960863,41.53364197,84.4,187.6
60.6896,41.53362814,79.8,183
60.6896,41.53361431,76.7,183.8
60.6896,41.53360046,74.9,181.2
60.68958663,41.5336,81.8,192.5
60.68958333,41.53358947,80.1,185.2
60.68958333,41.53357563,75.7,181.7
60.68957846,41.5335618,77.5,180.4
60.68956667,41.53354797,73.4,176.5
60.68956667,41.53353418,78.6,176.2
60.68956667,41.53352031,74.2,176.7
60.68955647,41.53350647,77.4,185.7
60.68955,41.5335,74.3,176.8
60.68955,41.53349546,80.7,179.5
60.68954829,41.53348163,69.8,171
60.68953447,41.5334678,64.4,165.2
60.68953333,41.53345397,53.3,152.2
60.68952628,41.53344295,52.9,152.9
60.68951667,41.53342913,49,149.6
60.68951667,41.53341531,47.4,149
60.68951667,41.53340146,45.7,145.9
60.68950429,41.5334,53.6,154.4
60.6895,41.53339047,53.8,156.5
60.6895,41.53337663,56.2,156.5
60.68949613,41.53336667,56.9,155.5
60.68948333,41.53336563,57.9,158.3
60.68948333,41.5333518,58.8,156.8
60.68948333,41.53335,55.8,156.8
60.68948333,41.5333408,61.5,160.3
60.68947696,41.53332696,51.9,153
60.68946667,41.53331667,53.7,153.5
60.68946667,41.53331597,49.6,147.7
60.68946667,41.53330214,44.7,148.2
60.68946667,41.53328829,43.4,147.2
60.68945779,41.53328333,42.2,143
60.68945,41.5332773,45.1,145.1
60.68945,41.53326346,44.1,143.9
60.68945,41.53325,45.1,146.4
60.68943863,41.53323863,39.9,147
60.68943333,41.53323333,27.6,137.7
60.68943333,41.53322763,33.7,139.9
60.68943333,41.53321378,33.3,141
60.68943333,41.5332,29.8,139.2
60.6894223,41.5332,32.7,140.4
60.68941667,41.53319179,42.5,146.7
60.68941667,41.53318333,37.8,141
60.68941667,41.53318079,39,140.4
60.68941667,41.53316696,39.9,144.3
60.68940312,41.53316667,40.3,142.6
60.6894,41.53315595,40,140.7
60.6894,41.53315,36.2,139
60.6894,41.53314496,32.3,143.2
60.68939779,41.53313333,36.8,143.8
60.68938396,41.53313333,38.9,145.8
60.68938333,41.53312012,35.6,140.5
60.68938333,41.53311667,39,141.4
60.68938333,41.53311196,33.2,137.7
60.68938146,41.5331,34.5,138.2
60.68936762,41.5331,37.7,139.2
60.68936667,41.53308712,40.4,145.7
60.68936667,41.53308333,41.7,143.2
60.68936667,41.53307613,44.9,147
60.68936228,41.53306667,40.2,144.5
60.68935,41.53306511,35.1,136.5
60.68935,41.53305129,36.3,137.7
60.68935,41.53305,40.8,142.1
60.68935,41.53304029,38.6,140.8
60.68934596,41.5330293,39.1,141.7
60.68933333,41.53301667,38.5,142.7
60.68933333,41.53300445,45.5,147.4
60.68932395,41.53299062,46.9,146.1
60.68931667,41.53298333,51.3,149.6
60.68931667,41.53297963,50.1,147.7
60.68931667,41.53296667,51.6,150.9
60.68930479,41.53295479,51.5,149.6
60.6893,41.53295,47,146
60.6893,41.5329438,50.5,151.2
60.6893,41.53293333,46.9,146
60.68929944,41.53293278,47.7,143.9
60.68928561,41.53291894,52.5,150.1
60.68928333,41.53291667,52.5,151.5
60.68928333,41.53290796,48.9,143.2
60.68927745,41.5329,48,145.5
60.68926667,41.53289695,52.5,150.1
60.68926667,41.53288333,45.3,144.9
60.68926667,41.53287212,43.5,143.1
60.68925828,41.53286667,40.5,143.7
60.68925,41.53286112,36.7,140.8
60.68925,41.53285,42.2,144.4
60.68923629,41.53283629,41.2,143.7
60.68923333,41.53283333,43.8,149
60.68923333,41.53282813,40.2,141
60.68923096,41.53281667,37,139.1
60.68921712,41.53281667,36.7,139.2
60.68921667,41.53280329,34.5,139.6
60.68921667,41.5328,31.2,138.9
60.68920895,41.5328,19.6,122.4
60.6892,41.53279512,24.5,129.9
60.6892,41.53278333,27.2,132.9
60.68917787,41.53275,28.9,136.9
60.68916667,41.53275,27.6,138.3
60.68916667,41.5327392,30.1,142.3
60.68916667,41.53273333,30,140.1
60.68916667,41.53272002,25.9,136.9
60.68916667,41.53271667,23.6,135.1
60.68915902,41.53271667,24.9,135.7
60.68915,41.53271667,26.1,133.6
60.68915,41.5327147,27.6,137.5
60.68915,41.53270086,28.3,136.7
60.68915,41.5327,29,138.6
60.68915,41.53269836,28.7,134.6
60.68915,41.53268453,28.5,134.6
60.68915,41.53268333,29.4,135.6
60.6891402,41.53267354,28.8,137.3
60.68905,41.53243333,40.3,152.2
60.68905,41.53243476,40.6,150.3
60.68905,41.53244858,39.8,148.1
60.68905,41.53243758,32.7,138.2
60.68905,41.53242658,35.3,139.6
60.68905,41.53241667,36,141.1
60.68904892,41.53241667,39.1,142.1
60.68903508,41.53241667,39.7,144.7
60.68900916,41.53242875,39.4,142.7
60.68899074,41.53244259,38.5,143
60.68897691,41.53245643,39.1,144.6
60.68896309,41.53246667,35.8,141
60.68894925,41.53246742,37.9,139.6
60.6889354,41.53248126,36.6,140.6
60.68892158,41.53248333,36.6,139.6
60.68890774,41.53249226,37.6,141.4
60.68889392,41.5325,37.2,141
60.68888007,41.53250326,37.6,144.2
60.68886624,41.53251667,37.1,141.9
60.6888524,41.53251667,39.1,143.7
60.68883857,41.5325281,38.2,140.7
60.68882474,41.53253333,39.1,142
60.68880515,41.53253333,36.8,129
60.68878041,41.53253626,38.2,144
60.68876657,41.53255,40,143.5
60.68875275,41.53255,36.4,140.2
60.68873891,41.53255,35.9,145.6
60.68872508,41.53255826,34.9,142.3
60.68871124,41.53256667,37.3,140.9
60.6886974,41.53256667,37.9,141.9
60.68868357,41.53256667,37,139.8
60.68866975,41.53256667,40.6,144.3
60.68865591,41.53257742,39,143.9
60.68864208,41.53258333,40.9,145
60.68862824,41.53258333,38.4,143.9
60.6886144,41.53258333,46.3,149.1
60.68860058,41.53258333,42.8,146.7
60.68858674,41.5325966,44.8,148.6
60.6885729,41.5326,40.5,143.4
60.68855906,41.5326,39.9,141.3
60.68854524,41.5326,34.7,138.8
60.68853142,41.53260192,36.3,137.3
60.68851757,41.53261576,39.3,140.8
60.68851667,41.53261667,38,140.1
60.68852676,41.53262676,39,141.8
60.68854059,41.53264059,36.8,139.1
60.68855,41.53265443,37.3,143.3
60.6885516,41.53266667,35,141.8
60.68856543,41.53266667,39,144.2
60.68856667,41.53266667,36.2,138.5
60.68856667,41.53267642,30.8,135
60.68857359,41.53269026,27.4,128.8
60.68858333,41.5327,25.1,124.9
60.6885846,41.53270126,26.2,123.5
60.68859843,41.5327151,37.6,143.7
60.6886,41.53271667,37,142.9
60.68860942,41.53271667,28.9,132.6
60.68861667,41.53272326,30.3,134.8
60.68861667,41.53273333,27.2,131.2
60.68861667,41.53273426,32.4,136.7
60.68861667,41.53274809,33.3,138.2
60.68861667,41.53275,34.3,137.6
60.68861667,41.5327591,35.2,139.1
60.68862293,41.53276667,33.6,139.3
60.68863333,41.53276667,30.6,132.7
60.68863333,41.53276726,23.1,123.7
60.68863333,41.5327811,29.6,131.2
60.68863333,41.53278333,27.4,129.3
60.68863926,41.53278333,26.9,130.3
60.68865,41.53278333,16,117.3
60.68865026,41.53278333,15.5,114.1
60.6886641,41.53278333,19.1,128.5
60.68867793,41.53278333,26.7,132.4
